-3.900000000000000000e+01,1.625000000000000000e+00,0.000000000000000000e+00
-3.900000000000000000e+01,1.625000000000000000e+00,0.000000000000000000e+00
-3.900000000000000000e+01,1.625000000000000000e+00,0.000000000000000000e+00
-3.900000000000000000e+01,1.625000000000000000e+00,0.000000000000000000e+00
-3.900000000000000000e+01,1.625000000000000000e+00,0.000000000000000000e+00
-3.900000000000000000e+01,1.625000000000000000e+00,0.000000000000000000e+00
-3.900000000000000000e+01,1.625000000000000000e+00,0.000000000000000000e+00
-3.900000000000000000e+01,1.625000000000000000e+00,0.000000000000000000e+00
-3.900000000000000000e+01,1.625000000000000000e+00,0.000000000000000000e+00
-3.900000000000000000e+01,1.625000000000000000e+00,0.000000000000000000e+00
-3.900000000000000000e+01,1.625000000000000000e+00,0.000000000000000000e+00
-3.900000000000000000e+01,1.625000000000000000e+00,0.000000000000000000e+00
-3.900000000000000000e+01,1.625000000000000000e+00,0.000000000000000000e+00
-3.900000000000000000e+01,1.625000000000000000e+00,0.000000000000000000e+00
-3.900000000000000000e+01,1.625000000000000000e+00,0.000000000000000000e+00
-3.900000000000000000e+01,1.625000000000000000e+00,0.000000000000000000e+00
-3.900000000000000000e+01,1.625000000000000000e+00,0.000000000000000000e+00
-3.900000000000000000e+01,1.625000000000000000e+00,0.000000000000000000e+00
-3.900000000000000000e+01,1.625000000000000000e+00,0.000000000000000000e+00
-3.900000000000000000e+01,1.625000000000000000e+00,0.000000000000000000e+00
-3.900000000000000000e+01,1.625000000000000000e+00,0.000000000000000000e+00
-3.900000000000000000e+01,1.625000000000000000e+00,0.000000000000000000e+00
-3.900000000000000000e+01,1.625000000000000000e+00,0.000000000000000000e+00
-3.900000000000000000e+01,1.625000000000000000e+00,0.000000000000000000e+00
-3.900000000000000000e+01,1.625000000000000000e+00,0.000000000000000000e+00
-3.900000000000000000e+01,1.625000000000000000e+00,0.000000000000000000e+00
-3.900000000000000000e+01,1.625000000000000000e+00,0.000000000000000000e+00
-3.900000000000000000e+01,1.625000000000000000e+00,0.000000000000000000e+00
-3.900000000000000000e+01,1.625000000000000000e+00,0.000000000000000000e+00
-3.900000000000000000e+01,1.625000000000000000e+00,0.000000000000000000e+00
-3.900000000000000000e+01,1.625000000000000000e+00,0.000000000000000000e+00
-3.900000000000000000e+01,1.625000000000000000e+00,0.000000000000000000e+00
-3.900000000000000000e+01,1.625000000000000000e+00,0.000000000000000000e+00
-3.900000000000000000e+01,1.625000000000000000e+00,0.000000000000000000e+00
-3.900000000000000000e+01,1.625000000000000000e+00,0.000000000000000000e+00
-3.900000000000000000e+01,1.625000000000000000e+00,0.000000000000000000e+00
-3.900000000000000000e+01,1.625000000000000000e+00,0.000000000000000000e+00
-3.900000000000000000e+01,1.625000000000000000e+00,0.000000000000000000e+00
-3.900000000000000000e+01,1.625000000000000000e+00,0.000000000000000000e+00
-3.900000000000000000e+01,1.625000000000000000e+00,0.000000000000000000e+00
-3.900000000000000000e+01,1.625000000000000000e+00,0.000000000000000000e+00
-3.900000000000000000e+01,1.625000000000000000e+00,0.000000000000000000e+00
-3.900000000000000000e+01,1.625000000000000000e+00,0.000000000000000000e+00
-3.900000000000000000e+01,1.625000000000000000e+00,0.000000000000000000e+00
-3.900000000000000000e+01,1.625000000000000000e+00,3.599375000000000000e+02
-3.900000000000000000e+01,1.625000000000000000e+00,3.599375000000000000e+02
-3.900000000000000000e+01,1.625000000000000000e+00,3.599375000000000000e+02
-3.900000000000000000e+01,1.625000000000000000e+00,3.599375000000000000e+02
-3.900000000000000000e+01,1.625000000000000000e+00,3.599375000000000000e+02
-3.900000000000000000e+01,1.625000000000000000e+00,3.599375000000000000e+02
-3.900000000000000000e+01,1.625000000000000000e+00,3.599375000000000000e+02
-3.900000000000000000e+01,1.625000000000000000e+00,3.599375000000000000e+02
-3.900000000000000000e+01,1.625000000000000000e+00,3.599375000000000000e+02
-3.900000000000000000e+01,1.625000000000000000e+00,3.599375000000000000e+02
-3.900000000000000000e+01,1.625000000000000000e+00,3.599375000000000000e+02
-3.900000000000000000e+01,1.625000000000000000e+00,3.599375000000000000e+02
-3.900000000000000000e+01,1.625000000000000000e+00,3.599375000000000000e+02
-3.900000000000000000e+01,1.625000000000000000e+00,3.599375000000000000e+02
-3.900000000000000000e+01,1.625000000000000000e+00,3.599375000000000000e+02
-3.900000000000000000e+01,1.625000000000000000e+00,3.599375000000000000e+02
-3.900000000000000000e+01,1.625000000000000000e+00,3.599375000000000000e+02
-3.900000000000000000e+01,1.625000000000000000e+00,3.599375000000000000e+02
-3.900000000000000000e+01,1.625000000000000000e+00,3.599375000000000000e+02
-3.900000000000000000e+01,1.625000000000000000e+00,3.599375000000000000e+02
-3.893750000000000000e+01,1.625000000000000000e+00,3.599375000000000000e+02
-3.893750000000000000e+01,1.625000000000000000e+00,3.599375000000000000e+02
-3.893750000000000000e+01,1.625000000000000000e+00,3.599375000000000000e+02
-3.893750000000000000e+01,1.625000000000000000e+00,3.599375000000000000e+02
-3.893750000000000000e+01,1.625000000000000000e+00,3.599375000000000000e+02
-3.893750000000000000e+01,1.625000000000000000e+00,3.599375000000000000e+02
-3.893750000000000000e+01,1.625000000000000000e+00,0.000000000000000000e+00
-3.893750000000000000e+01,1.625000000000000000e+00,0.000000000000000000e+00
-3.893750000000000000e+01,1.625000000000000000e+00,0.000000000000000000e+00
-3.893750000000000000e+01,1.625000000000000000e+00,0.000000000000000000e+00
-3.893750000000000000e+01,1.625000000000000000e+00,0.000000000000000000e+00
-3.893750000000000000e+01,1.625000000000000000e+00,0.000000000000000000e+00
-3.893750000000000000e+01,1.625000000000000000e+00,0.000000000000000000e+00
-3.893750000000000000e+01,1.625000000000000000e+00,0.000000000000000000e+00
-3.893750000000000000e+01,1.625000000000000000e+00,0.000000000000000000e+00
-3.893750000000000000e+01,1.625000000000000000e+00,0.000000000000000000e+00
-3.893750000000000000e+01,1.625000000000000000e+00,6.250000000000000000e-02
-3.893750000000000000e+01,1.625000000000000000e+00,6.250000000000000000e-02
-3.893750000000000000e+01,1.625000000000000000e+00,6.250000000000000000e-02
-3.893750000000000000e+01,1.625000000000000000e+00,1.250000000000000000e-01
-3.893750000000000000e+01,1.625000000000000000e+00,1.250000000000000000e-01
-3.893750000000000000e+01,1.625000000000000000e+00,1.250000000000000000e-01
-3.893750000000000000e+01,1.687500000000000000e+00,1.875000000000000000e-01
-3.893750000000000000e+01,1.687500000000000000e+00,1.875000000000000000e-01
-3.893750000000000000e+01,1.687500000000000000e+00,1.875000000000000000e-01
-3.893750000000000000e+01,1.687500000000000000e+00,1.875000000000000000e-01
-3.893750000000000000e+01,1.687500000000000000e+00,1.875000000000000000e-01
-3.893750000000000000e+01,1.687500000000000000e+00,1.875000000000000000e-01
-3.893750000000000000e+01,1.687500000000000000e+00,1.875000000000000000e-01
-3.893750000000000000e+01,1.687500000000000000e+00,2.500000000000000000e-01
-3.893750000000000000e+01,1.687500000000000000e+00,2.500000000000000000e-01
-3.893750000000000000e+01,1.625000000000000000e+00,3.125000000000000000e-01
-3.893750000000000000e+01,1.625000000000000000e+00,3.125000000000000000e-01
-3.893750000000000000e+01,1.625000000000000000e+00,3.125000000000000000e-01
-3.893750000000000000e+01,1.625000000000000000e+00,3.750000000000000000e-01
-3.893750000000000000e+01,1.625000000000000000e+00,3.750000000000000000e-01
-3.893750000000000000e+01,1.625000000000000000e+00,3.750000000000000000e-01
-3.893750000000000000e+01,1.625000000000000000e+00,3.750000000000000000e-01
-3.893750000000000000e+01,1.625000000000000000e+00,3.750000000000000000e-01
-3.893750000000000000e+01,1.625000000000000000e+00,4.375000000000000000e-01
-3.893750000000000000e+01,1.625000000000000000e+00,4.375000000000000000e-01
-3.893750000000000000e+01,1.625000000000000000e+00,4.375000000000000000e-01
-3.893750000000000000e+01,1.625000000000000000e+00,4.375000000000000000e-01
-3.893750000000000000e+01,1.625000000000000000e+00,5.000000000000000000e-01
-3.893750000000000000e+01,1.625000000000000000e+00,5.000000000000000000e-01
-3.893750000000000000e+01,1.625000000000000000e+00,5.625000000000000000e-01
-3.893750000000000000e+01,1.625000000000000000e+00,5.625000000000000000e-01
-3.893750000000000000e+01,1.625000000000000000e+00,5.625000000000000000e-01
-3.893750000000000000e+01,1.625000000000000000e+00,5.625000000000000000e-01
-3.893750000000000000e+01,1.625000000000000000e+00,5.625000000000000000e-01
-3.893750000000000000e+01,1.625000000000000000e+00,5.625000000000000000e-01
-3.893750000000000000e+01,1.687500000000000000e+00,6.250000000000000000e-01
-3.893750000000000000e+01,1.687500000000000000e+00,6.250000000000000000e-01
-3.893750000000000000e+01,1.687500000000000000e+00,6.250000000000000000e-01
-3.893750000000000000e+01,1.625000000000000000e+00,6.250000000000000000e-01
-3.893750000000000000e+01,1.625000000000000000e+00,6.250000000000000000e-01
-3.893750000000000000e+01,1.625000000000000000e+00,6.250000000000000000e-01
-3.893750000000000000e+01,1.625000000000000000e+00,6.875000000000000000e-01
-3.893750000000000000e+01,1.625000000000000000e+00,6.875000000000000000e-01
-3.893750000000000000e+01,1.625000000000000000e+00,6.875000000000000000e-01
-3.893750000000000000e+01,1.625000000000000000e+00,6.875000000000000000e-01
